group_id,text,label,language,script,category,has_url,variant_type
PHISH_KYC_03,Canara Bank: Nimma debit card lock aagide. Khayam raddati thapisalu unblock form fill maadi: http://canara-unblock-portal.net,1,kannada,latin,kyc_fraud,True,transliterated_kannada
PHISH_KYC_03,Canara Bank card locked aagide. Permanent cancel agbeka bedva? Eega unblock madi link: http://canara-unblock-portal.net,1,code-mixed,latin,kyc_fraud,True,code_mixed
PHISH_KYC_04,Bank of Baroda: Urgent KYC re-verification required for active account status. Click http://bob-kyc-desk.org,1,english,latin,kyc_fraud,True,original_english
PHISH_KYC_04,ಬ್ಯಾಂಕ್ ಆಫ್ ಬರೋಡಾ: ಸಕ್ರಿಯ ಖಾತೆಗಾಗಿ ತುರ್ತು KYC ಮರುಪರಿಶೀಲನೆ ಅಗತ್ಯವಿದೆ. ಕ್ಲಿಕ್ ಮಾಡಿ: http://bob-kyc-desk.org,1,kannada,kannada,kyc_fraud,True,native_kannada_translation
PHISH_KYC_04,Bank of Baroda: Sakriya khathegagi thurthu KYC verification bekaagide. Click maadi: http://bob-kyc-desk.org,1,kannada,latin,kyc_fraud,True,transliterated_kannada
PHISH_KYC_04,Bank of Baroda: Urgent KYC update madlilla andre account close agutte. Link click madi: http://bob-kyc-desk.org,1,code-mixed,latin,kyc_fraud,True,code_mixed
PHISH_KYC_06,"ICICI Alert: Your credit card reward points worth Rs 8,450 will expire tonight. Convert to cash here: http://icici-points-redeem.com",1,english,latin,kyc_fraud,True,original_english
PHISH_KYC_06,"ICICI ಎಚ್ಚರಿಕೆ: ನಿಮ್ಮ ರೂ 8,450 ಮೌಲ್ಯದ ಕ್ರೆಡಿಟ್ ಕಾರ್ಡ್ ರಿವಾರ್ಡ್ ಪಾಯಿಂಟ್‌ಗಳು ಇಂದು ರಾತ್ರಿ ಮುಕ್ತಾಯಗೊಳ್ಳುತ್ತವೆ. ನಗದಾಗಿ ಪರಿವರ್ತಿಸಿ: http://icici-points-redeem.com",1,kannada,kannada,kyc_fraud,True,native_kannada_translation
PHISH_KYC_06,"ICICI Alert: Nimma Rs 8,450 reward points ivattu ratri expire agatte. Cash convert madi: http://icici-points-redeem.com",1,kannada,latin,kyc_fraud,True,transliterated_kannada
PHISH_KYC_06,ICICI Credit Card points Rs 8450 expire aaguttide. Claim cash into account quickly: http://icici-points-redeem.com,1,code-mixed,latin,kyc_fraud,True,code_mixed
PHISH_UTIL_03,HESCOM Notice: Your commercial connection will be permanently terminated within 2 hours. Pay online now: http://hescom-pay-fast.com,1,english,latin,utility_bill_threat,True,original_english
PHISH_UTIL_03,ಹೆಸ್ಕಾಂ ಸೂಚನೆ: ನಿಮ್ಮ ವಾಣಿಜ್ಯ ವಿದ್ಯುತ್ ಸಂಪರ್ಕವು 2 ಗಂಟೆಗಳಲ್ಲಿ ಕಡಿತಗೊಳ್ಳುತ್ತದೆ. ಈಗಲೇ ಆನ್‌ಲೈನ್‌ನಲ್ಲಿ ಪಾವತಿಸಿ: http://hescom-pay-fast.com,1,kannada,kannada,utility_bill_threat,True,native_kannada_translation
PHISH_UTIL_03,HESCOM Soochane: Nimma power connection 2 ghanteyalli raddagutte. Eegale online alli pay maadi: http://hescom-pay-fast.com,1,kannada,latin,utility_bill_threat,True,transliterated_kannada
PHISH_UTIL_03,HESCOM Notice: 2 hours alli power supply stop aagutte. Urgent pay at http://hescom-pay-fast.com without fail.,1,code-mixed,latin,utility_bill_threat,True,code_mixed
PHISH_UTIL_04,GESCOM Warning: Urgent power bill pending. Meter disconnection order issued. Avoid line cutoff by clicking: http://gescom-quickbill.net,1,english,latin,utility_bill_threat,True,original_english
PHISH_UTIL_04,ಜೆಸ್ಕಾಂ ಎಚ್ಚರಿಕೆ: ತುರ್ತು ವಿದ್ಯುತ್ ಬಿಲ್ ಬಾಕಿ ಇದೆ. ಮೀಟರ್ ಸಂಪರ್ಕ ಕಡಿತ ಆದೇಶ ಹೊರಡಿಸಲಾಗಿದೆ. ಕಡಿತ ತಪ್ಪಿಸಲು ಕ್ಲಿಕ್ ಮಾಡಿ: http://gescom-quickbill.net,1,kannada,kannada,utility_bill_threat,True,native_kannada_translation
PHISH_UTIL_04,GESCOM Warning: Thurthu power bill baki ide. Meter disconnect order bandide. Line cutoff thapisalu click madi: http://gescom-quickbill.net,1,kannada,latin,utility_bill_threat,True,transliterated_kannada
PHISH_UTIL_04,GESCOM alert! Power line cut madoke order aagide. Avoid disconnection right now at http://gescom-quickbill.net,1,code-mixed,latin,utility_bill_threat,True,code_mixed
PHISH_REW_01,"Congratulations! You won Rs 50,000 cash prize in Karnataka State Diwali Lucky Draw. Claim your prize instantly at http://karnataka-lottery-claim.com",1,english,latin,fake_reward_lottery,True,original_english
PHISH_REW_01,"ಅಭಿನಂದನೆಗಳು! ಕರ್ನಾಟಕ ರಾಜ್ಯ ದೀಪಾವಳಿ ಲಕ್ಕಿ ಡ್ರಾದಲ್ಲಿ ನೀವು ರೂ 50,000 ನಗದು ಬಹುಮಾನ ಗೆದ್ದಿದ್ದೀರಿ. ನಿಮ್ಮ ಹಣ ಪಡೆಯಲು ಭೇಟಿ ನೀಡಿ: http://karnataka-lottery-claim.com",1,kannada,kannada,fake_reward_lottery,True,native_kannada_translation
PHISH_REW_01,"Abhinandanegalu! Karnataka State Diwali Lucky Draw nalli neevu Rs 50,000 prize geddidiri. Eegale claim madi: http://karnataka-lottery-claim.com",1,kannada,latin,fake_reward_lottery,True,transliterated_kannada
PHISH_REW_01,Congratulations! Nimge Karnataka lottery alli Rs 50000 cash prize bandide. Claim madbeka andre link open madi: http://karnataka-lottery-claim.com,1,code-mixed,latin,fake_reward_lottery,True,code_mixed
PHISH_REW_03,"Flipkart Rewards: You have unredeemed shopping gift card worth Rs 10,000 expiring today. Redeem here: http://flipkart-scratch-win.in",1,english,latin,fake_reward_lottery,True,original_english
PHISH_REW_03,"ಫ್ಲಿಪ್‌ಕಾರ್ಟ್ ರಿವಾರ್ಡ್ಸ್: ನಿಮ್ಮ ರೂ 10,000 ಶಾಪಿಂಗ್ ಗಿಫ್ಟ್ ಕಾರ್ಡ್ ಇಂದು ಅವಧಿ ಮುಗಿಯಲಿದೆ. ತಕ್ಷಣ ರಿಡೀಮ್ ಮಾಡಿ: http://flipkart-scratch-win.in",1,kannada,kannada,fake_reward_lottery,True,native_kannada_translation
PHISH_REW_03,"Flipkart Rewards: Nimma Rs 10,000 shopping gift card ivatte expire agatte. Redeem maadi: http://flipkart-scratch-win.in",1,kannada,latin,fake_reward_lottery,True,transliterated_kannada
PHISH_REW_03,Flipkart offer: Rs 10000 gift voucher expire agtide today! Redeem madi click here: http://flipkart-scratch-win.in,1,code-mixed,latin,fake_reward_lottery,True,code_mixed
PHISH_REW_05,Jio 5G Bonus: Recharge free 84 days 5G pack + Rs 500 cashback for Indian independence day: http://jio-free-5g-bonus.xyz,1,english,latin,fake_reward_lottery,True,original_english
PHISH_REW_05,ಜಿಯೋ 5G ಬೋನಸ್: ಸ್ವಾತಂತ್ರ್ಯ ದಿನಾಚರಣೆಗಾಗಿ ಉಚಿತ 84 ದಿನಗಳ 5G ಪ್ಯಾಕ್ ಮತ್ತು ರೂ 500 ಕ್ಯಾಶ್‌ಬ್ಯಾಕ್ ಪಡೆಯಿರಿ: http://jio-free-5g-bonus.xyz,1,kannada,kannada,fake_reward_lottery,True,native_kannada_translation
PHISH_REW_05,Jio 5G Bonus: Free 84 days 5G pack matthu Rs 500 cashback padayiri: http://jio-free-5g-bonus.xyz,1,kannada,latin,fake_reward_lottery,True,transliterated_kannada
PHISH_REW_05,Jio special offer: Free 84 days 5G unlimited recharge activate madi eega: http://jio-free-5g-bonus.xyz,1,code-mixed,latin,fake_reward_lottery,True,code_mixed
PHISH_JOB_01,"Part time work from home opportunity. Earn Rs 2,500 to Rs 8,000 daily by liking YouTube videos. Join our Telegram: http://t.me/kannada_daily_jobs",1,english,latin,job_scam,True,original_english
PHISH_JOB_01,"ಮನೆಯಿಂದಲೇ ಪಾರ್ಟ್ ಟೈಮ್ ಕೆಲಸ ಮಾಡುವ ಅವಕಾಶ. ಯೂಟ್ಯೂಬ್ ವೀಡಿಯೊ ಲೈಕ್ ಮಾಡಿ ದಿನಕ್ಕೆ ರೂ 2,500 ರಿಂದ ರೂ 8,000 ಗಳಿಸಿ. ಟೆಲಿಗ್ರಾಮ್ ಸೇರಿ: http://t.me/kannada_daily_jobs",1,kannada,kannada,job_scam,True,native_kannada_translation
PHISH_JOB_01,Maneyindale part time kelasa madi dinakke Rs 2500 inda 8000 galisi. Telegram join agi: http://t.me/kannada_daily_jobs,1,kannada,latin,job_scam,True,transliterated_kannada
PHISH_JOB_01,Part time work from home! Daily Rs 5000 earn madi just simple tasks madi. Contact on Telegram: http://t.me/kannada_daily_jobs,1,code-mixed,latin,job_scam,True,code_mixed
PHISH_JOB_02,"Amazon Hiring: Urgent requirement for Kannada data entry operators. Salary Rs 45,000/month. Register at http://amazon-india-jobs.xyz",1,english,latin,job_scam,True,original_english
PHISH_JOB_02,"ಅಮೆಜಾನ್ ನೇಮಕಾತಿ: ಕನ್ನಡ ಡೇಟಾ ಎಂಟ್ರಿ ಆಪರೇಟರ್‌ಗಳ ತುರ್ತು ಅಗತ್ಯವಿದೆ. ಮಾಸಿಕ ವೇತನ ರೂ 45,000. ನೋಂದಾಯಿಸಿ: http://amazon-india-jobs.xyz",1,kannada,kannada,job_scam,True,native_kannada_translation
PHISH_JOB_02,"Amazon Nemakati: Kannada data entry kelasa iddare Rs 45,000 salary. Eegale register aagi: http://amazon-india-jobs.xyz",1,kannada,latin,job_scam,True,transliterated_kannada
PHISH_JOB_02,Amazon Kannada data entry jobs available. Work from home salary Rs 45000. Apply fast: http://amazon-india-jobs.xyz,1,code-mixed,latin,job_scam,True,code_mixed
PHISH_DELIV_01,India Post: Your package #IN849204 cannot be delivered due to missing house number. Update your address within 12 hours: http://indiapost-parcel-update.com,1,english,latin,delivery_scam,True,original_english
PHISH_DELIV_01,ಇಂಡಿಯಾ ಪೋಸ್ಟ್: ವಿಳಾಸ ಅಪೂರ್ಣವಾಗಿರುವುದರಿಂದ ನಿಮ್ಮ ಪಾರ್ಸಲ್ #IN849204 ತಲುಪಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ. 12 ಗಂಟೆಗಳಲ್ಲಿ ವಿಳಾಸ ನವೀಕರಿಸಿ: http://indiapost-parcel-update.com,1,kannada,kannada,delivery_scam,True,native_kannada_translation
PHISH_DELIV_01,India Post: Vilasa thappagiruvudarinda nimma parcel delivery aagilla. 12 ghanteyalli address update maadi: http://indiapost-parcel-update.com,1,kannada,latin,delivery_scam,True,transliterated_kannada
PHISH_DELIV_01,India Post parcel deliver agilla address incomplete aagide. Update madoke link click madi: http://indiapost-parcel-update.com,1,code-mixed,latin,delivery_scam,True,code_mixed
PHISH_TAX_01,"Income Tax Department: Tax refund of Rs 18,450 approved for your PAN. Verify bank account number to credit: http://incometax-refund-gov.in",1,english,latin,credential_harvesting,True,original_english
PHISH_TAX_01,"ಆದಾಯ ತೆರಿಗೆ ಇಲಾಖೆ: ನಿಮ್ಮ ಪಾನ್‌ಗೆ ರೂ 18,450 ತೆರಿಗೆ ಮರುಪಾವತಿ ಅನುಮೋದಿಸಲಾಗಿದೆ. ಹಣ ಪಡೆಯಲು ಬ್ಯಾಂಕ್ ಖಾತೆ ಪರಿಶೀಲಿಸಿ: http://incometax-refund-gov.in",1,kannada,kannada,credential_harvesting,True,native_kannada_translation
PHISH_TAX_01,"Income Tax Ilakhe: Nimma PAN ge Rs 18,450 tax refund approve aagide. Bank account verify maadi: http://incometax-refund-gov.in",1,kannada,latin,credential_harvesting,True,transliterated_kannada
PHISH_TAX_01,Income Tax Department refund Rs 18450 release aagide. Nimma account ge credit agbekandre verify madi: http://incometax-refund-gov.in,1,code-mixed,latin,credential_harvesting,True,code_mixed
LEGIT_OTP_03,392019 is your verification code to log in to Amazon. Never share your Amazon password or OTP with anyone.,0,english,latin,legitimate_otp,False,original_english
LEGIT_OTP_03,392019 ಅಮೆಜಾನ್ ಲಾಗಿನ್ ಮಾಡಲು ನಿಮ್ಮ ಪರಿಶೀಲನಾ ಕೋಡ್ ಆಗಿದೆ. ನಿಮ್ಮ ಅಮೆಜಾನ್ ಪಾಸ್‌ವರ್ಡ್ ಅಥವಾ OTP ಯಾರಿಗೂ ಹಂಚಿಕೊಳ್ಳಬೇಡಿ.,0,kannada,kannada,legitimate_otp,False,native_kannada_translation
LEGIT_OTP_03,392019 Amazon login madalu verification code. Nimma password athava OTP yarigu kodbedi.,0,kannada,latin,legitimate_otp,False,transliterated_kannada
LEGIT_OTP_03,Amazon login verification code is 392019. Please do not disclose OTP to anyone.,0,code-mixed,latin,legitimate_otp,False,code_mixed
LEGIT_TXN_01,"Dear customer, Rs 35,000 credited to your Canara Bank A/c ending 8219 on 25-Aug-2026 by Salary NEFT. Total Avail Bal: Rs 42,150.",0,english,latin,legitimate_transaction,False,original_english
LEGIT_TXN_01,"ಗ್ರಾಹಕರೇ, ನಿಮ್ಮ ಕೆನರಾ ಬ್ಯಾಂಕ್ ಖಾತೆ 8219 ಕ್ಕೆ 25-ಆಗಸ್ಟ್-2026 ರಂದು ವೇತನವಾಗಿ ರೂ 35,000 ಜಮೆಯಾಗಿದೆ. ಲಭ್ಯವಿರುವ ಒಟ್ಟು ಬ್ಯಾಲೆನ್ಸ್: ರೂ 42,150.",0,kannada,kannada,legitimate_transaction,False,native_kannada_translation
LEGIT_TXN_01,"Grahakare, nimma Canara Bank khate 8219 ge salary Rs 35,000 credit aagide. Total Balance: Rs 42,150.",0,kannada,latin,legitimate_transaction,False,transliterated_kannada
LEGIT_TXN_01,"Dear customer, Rs 35000 salary credit aytu nimma Canara Bank account ge. Available balance Rs 42,150.",0,code-mixed,latin,legitimate_transaction,False,code_mixed
LEGIT_TXN_03,"SBI Alert: Rs 2,000 withdrawn from ATM at MG Road Bengaluru from A/c ending 1920. Avail Bal: Rs 15,400.",0,english,latin,legitimate_transaction,False,original_english
LEGIT_TXN_03,"SBI ಎಚ್ಚರಿಕೆ: ಖಾತೆ 1920 ರಿಂದ ಬೆಂಗಳೂರಿನ ಎಂಜಿ ರಸ್ತೆಯ ಎಟಿಎಂನಲ್ಲಿ ರೂ 2,000 ಹಿಂಪಡೆಯಲಾಗಿದೆ. ಲಭ್ಯವಿರುವ ಬ್ಯಾಲೆನ್ಸ್: ರೂ 15,400.",0,kannada,kannada,legitimate_transaction,False,native_kannada_translation
LEGIT_TXN_03,"SBI Alert: Khate 1920 inda Bengaluru MG Road ATM nalli Rs 2,000 withdraw madalagide. Balance: Rs 15,400.",0,kannada,latin,legitimate_transaction,False,transliterated_kannada
LEGIT_TXN_03,"SBI Alert: Rs 2000 cash withdraw aytu from MG Road ATM. Remaining balance Rs 15,400.",0,code-mixed,latin,legitimate_transaction,False,code_mixed
LEGIT_SERV_01,"BESCOM: Payment of Rs 1,120 received successfully for Account ID 892019482. Thank you for paying on time.",0,english,latin,legitimate_service,False,original_english
LEGIT_SERV_01,"ಬೆಸ್ಕಾಂ: ಖಾತೆ ಸಂಖ್ಯೆ 892019482 ಕ್ಕೆ ರೂ 1,120 ಪಾವತಿ ಯಶಸ್ವಿಯಾಗಿ ಸ್ವೀಕರಿಸಲಾಗಿದೆ. ಸಮಯಕ್ಕೆ ಸರಿಯಾಗಿ ಪಾವತಿಸಿದ್ದಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು.",0,kannada,kannada,legitimate_service,False,native_kannada_translation
LEGIT_SERV_01,"BESCOM: Khate sankhye 892019482 ge Rs 1,120 payment sweekarisalayitu. Dhanyavadagalu.",0,kannada,latin,legitimate_service,False,transliterated_kannada
LEGIT_SERV_01,"BESCOM: Electricity bill payment of Rs 1,120 received successfully. Samayakke pay madiddakke thanks.",0,code-mixed,latin,legitimate_service,False,code_mixed
LEGIT_SERV_02,Indane Gas: Booking confirmed for cylinder ref #IND89201. Expected delivery within 2 working days. Refill charge Rs 850.,0,english,latin,legitimate_service,False,original_english
LEGIT_SERV_02,ಇಂಡೇನ್ ಗ್ಯಾಸ್: ಸಿಲಿಂಡರ್ ಬುಕಿಂಗ್ #IND89201 ದೃಢೀಕರಿಸಲಾಗಿದೆ. 2 ದಿನಗಳಲ್ಲಿ ವಿತರಣೆಯಾಗಲಿದೆ. ರೀಫಿಲ್ ಶುಲ್ಕ ರೂ 850.,0,kannada,kannada,legitimate_service,False,native_kannada_translation
LEGIT_SERV_02,Indane Gas: Cylinder booking #IND89201 confirm aagide. 2 dinadalli delivery aagatte. Charge Rs 850.,0,kannada,latin,legitimate_service,False,transliterated_kannada
LEGIT_SERV_02,Indane Gas booking confirm aagide. 2 working days alli deliver agatte. Delivery charge Rs 850.,0,code-mixed,latin,legitimate_service,False,code_mixed
LEGIT_SERV_03,Airtel: Your unlimited prepaid pack of Rs 299 is successfully recharged. Valid for 28 days with 1.5GB/day data.,0,english,latin,legitimate_service,False,original_english
LEGIT_SERV_03,ಏರ್‌ಟೆಲ್: ನಿಮ್ಮ ರೂ 299 ರ ಪ್ರಿಪೇಯ್ಡ್ ಪ್ಯಾಕ್ ಯಶಸ್ವಿಯಾಗಿ ರೀಚಾರ್ಜ್ ಆಗಿದೆ. 28 ದಿನಗಳವರೆಗೆ 1.5GB/ದಿನ ಡೇಟಾ ಮಾನ್ಯವಾಗಿರುತ್ತದೆ.,0,kannada,kannada,legitimate_service,False,native_kannada_translation
LEGIT_SERV_03,Airtel: Nimma Rs 299 recharge successfully aagide. 28 dina 1.5GB daily data sigatte.,0,kannada,latin,legitimate_service,False,transliterated_kannada
LEGIT_SERV_03,Airtel Rs 299 pack successfully recharge aaythu. 28 days validity with 1.5GB/day data.,0,code-mixed,latin,legitimate_service,False,code_mixed
LEGIT_SERV_04,KSRTC Booking: Your ticket from Bengaluru to Mangaluru on 28-Aug-2026 is confirmed. PNR: KSRTC892018. Seat 14.,0,english,latin,legitimate_service,False,original_english
LEGIT_SERV_04,KSRTC ಬುಕಿಂಗ್: 28-ಆಗಸ್ಟ್-2026 ರಂದು ಬೆಂಗಳೂರಿನಿಂದ ಮಂಗಳೂರಿಗೆ ನಿಮ್ಮ ಟಿಕೆಟ್ ದೃಢೀಕರಿಸಲಾಗಿದೆ. PNR: KSRTC892018. ಸೀಟ್ ಸಂಖ್ಯೆ 14.,0,kannada,kannada,legitimate_service,False,native_kannada_translation
LEGIT_SERV_04,KSRTC Booking: Bengaluru inda Mangalurige nimma ticket confirm aagide. PNR: KSRTC892018. Seat 14.,0,kannada,latin,legitimate_service,False,transliterated_kannada
LEGIT_SERV_04,KSRTC bus ticket Bengaluru to Mangalore confirm aytu. PNR: KSRTC892018. Have a safe journey.,0,code-mixed,latin,legitimate_service,False,code_mixed
LEGIT_SERV_05,Apollo Pharmacy: Your medicine order #AP9201 is packed and ready for delivery. Total amount Rs 450.,0,english,latin,legitimate_service,False,original_english
LEGIT_SERV_05,ಅಪೊಲೊ ಫಾರ್ಮಸಿ: ನಿಮ್ಮ ಔಷಧಿ ಆರ್ಡರ್ #AP9201 ಪ್ಯಾಕ್ ಮಾಡಲಾಗಿದೆ ಮತ್ತು ವಿತರಣೆಗೆ ಸಿದ್ಧವಾಗಿದೆ. ಒಟ್ಟು ಮೊತ್ತ ರೂ 450.,0,kannada,kannada,legitimate_service,False,native_kannada_translation
LEGIT_SERV_05,Apollo Pharmacy: Nimma medicine order #AP9201 pack aagide. Delivery ready ide. Amount Rs 450.,0,kannada,latin,legitimate_service,False,transliterated_kannada
LEGIT_SERV_05,Apollo Pharmacy: Medicine order #AP9201 is ready for delivery. Amount Rs 450 COD.,0,code-mixed,latin,legitimate_service,False,code_mixed
LEGIT_PERS_02,Good morning! The team meeting is rescheduled to 4:00 PM today in Conference Room B.,0,english,latin,legitimate_personal,False,original_english
LEGIT_PERS_02,ಶುಭೋದಯ! ಇಂದಿನ ತಂಡದ ಸಭೆಯನ್ನು ಸಂಜೆ 4:00 ಕ್ಕೆ ಕಾನ್ಫರೆನ್ಸ್ ಕೊಠಡಿ B ನಲ್ಲಿ ಮರುಹೊಂದಿಸಲಾಗಿದೆ.,0,kannada,kannada,legitimate_personal,False,native_kannada_translation
LEGIT_PERS_02,Shubhoday! Ivattina team meeting sanje 4:00 PM ge Conference Room B nalli reschedule aagide.,0,kannada,latin,legitimate_personal,False,transliterated_kannada
LEGIT_PERS_02,Good morning! Ivattu meeting 4:00 PM ge shift aagide in Conference Room B.,0,code-mixed,latin,legitimate_personal,False,code_mixed
LEGIT_PERS_03,"Happy Ugadi to you and your family! May this new year bring happiness, health, and prosperity.",0,english,latin,legitimate_personal,False,original_english
LEGIT_PERS_03,ನಿಮಗೂ ಮತ್ತು ನಿಮ್ಮ ಕುಟುಂಬಕ್ಕೂ ಯುಗಾದಿ ಹಬ್ಬದ ಹಾರ್ದಿಕ ಶುಭಾಶಯಗಳು! ಈ ಹೊಸ ವರ್ಷವು ಸಂತೋಷ ಮತ್ತು ಸಮೃದ್ಧಿಯನ್ನು ತರಲಿ.,0,kannada,kannada,legitimate_personal,False,native_kannada_translation
LEGIT_PERS_03,Nimagoo matthu nimma kutumbakkoo Yugadi habbada shubhashayagalu! Ee hosa varsha santhosha tharali.,0,kannada,latin,legitimate_personal,False,transliterated_kannada
LEGIT_PERS_03,"Happy Ugadi to you and family! Habbada hardika shubhashayagalu, have a great year ahead.",0,code-mixed,latin,legitimate_personal,False,code_mixed
LEGIT_PERS_05,Did you reach Bangalore safely? Call me when you are free.,0,english,latin,legitimate_personal,False,original_english
LEGIT_PERS_05,ಬೆಂಗಳೂರನ್ನು ಸುರಕ್ಷಿತವಾಗಿ ತಲುಪಿದಿರಾ? ಬಿಡುವಾದಾಗ ನನಗೆ ಕರೆ ಮಾಡಿ.,0,kannada,kannada,legitimate_personal,False,native_kannada_translation
LEGIT_PERS_05,Bangalore ge safe aagi thalupidira? Free aadaga nange call maadi.,0,kannada,latin,legitimate_personal,False,transliterated_kannada
LEGIT_PERS_05,Bangalore reach aagidira safely? Free aagi call madi mathadana.,0,code-mixed,latin,legitimate_personal,False,code_mixed
